original_canceled_date,resurrected_canceled_date,original_created_date,resurrected_created_date,original_end_date,resurrected_end_date,original_next_charge_date,resurrected_next_charge_date,original_subscription_plan,resurrected_subscription_plan,days_to_resurrection,student_id,original_subscription_ID,resurrected_subscription_ID
"2022-03-29 00:00:00",NULL,"2021-04-13 14:49:23","2022-06-30 18:37:36","2022-04-13 00:00:00",NULL,"2022-04-13 00:00:00","2023-06-30 18:37:36",annually,annually,78,149023,4034,9323
NULL,NULL,"2021-01-28 23:44:54","2022-06-30 20:05:09","2021-06-13 00:00:00",NULL,"2021-06-04 03:00:00","2023-06-30 20:05:09",annually,annually,382,15708,1945,9325
"2021-06-15 00:00:00",NULL,"2021-01-28 23:44:54","2022-07-01 01:29:03","2021-07-09 00:00:00",NULL,"2021-07-09 03:00:00","2023-07-01 01:29:03",annually,annually,357,5652,1726,9327
"2022-01-18 00:00:00",NULL,"2021-08-06 20:04:33","2022-07-01 19:36:48","2022-02-06 00:00:00","2022-11-14 20:01:37","2022-02-06 00:00:00","2022-11-01 19:36:48",monthly,monthly,145,162320,5108,9332
"2021-09-18 00:00:00",NULL,"2021-01-28 23:44:53","2022-07-03 04:45:38","2021-09-25 00:00:00",NULL,"2021-09-25 03:00:00","2023-07-03 04:45:38",annually,annually,281,2188,1271,9344
"2022-06-09 00:00:00",NULL,"2021-03-12 07:43:20","2022-07-13 07:25:01","2022-06-12 00:00:00",NULL,"2022-06-12 00:00:00","2023-07-13 07:25:01",annually,annually,31,146552,3623,9418
NULL,NULL,"2021-03-11 17:16:49","2022-07-18 19:38:46","2022-03-18 00:00:00",NULL,"2023-03-11 00:00:00","2023-07-18 19:38:46",annually,annually,122,146514,3615,9462
"2022-07-08 00:00:00",NULL,"2021-01-28 23:44:54","2022-07-20 10:23:55","2022-07-10 00:00:00",NULL,"2022-07-10 00:00:00","2023-07-20 10:23:55",annually,annually,10,768,1683,9486
NULL,NULL,"2021-05-31 11:47:16","2022-07-21 16:02:52","2022-06-09 00:00:00",NULL,"2022-05-31 00:00:00","2023-07-21 16:02:52",annually,annually,42,25047,4452,9504
NULL,NULL,"2021-01-28 23:44:10","2022-07-21 21:27:16","2021-12-06 00:00:00",NULL,"2021-11-27 02:00:00","2023-07-21 21:27:16",annually,annually,227,7488,852,9508
"2021-09-30 00:00:00",NULL,"2021-05-30 20:08:22","2022-07-27 03:16:20","2021-09-30 00:00:00",NULL,"2021-09-30 00:00:00","2023-07-27 03:16:20",monthly,annually,300,156406,4421,9627
"2021-12-20 00:00:00",NULL,"2021-06-01 12:29:59","2022-07-28 03:52:42","2022-01-01 00:00:00","2022-08-24 12:03:06","2022-01-01 00:00:00","2023-07-28 03:52:42",monthly,annually,208,155845,4493,9659
"2021-04-23 00:00:00","2022-10-31 07:47:47","2021-03-24 16:07:18","2022-08-01 04:10:18","2021-04-24 00:00:00","2022-11-01 04:20:54","2021-04-24 00:00:00","2022-10-01 04:10:18",monthly,monthly,464,6239,3865,9719
NULL,NULL,"2021-06-03 18:10:49","2022-08-01 15:30:41","2022-06-12 00:00:00",NULL,"2022-06-03 00:00:00","2023-08-01 15:30:41",annually,annually,50,156753,4568,9725
NULL,NULL,"2021-05-18 08:48:43","2022-08-14 11:53:36","2022-05-27 00:00:00",NULL,"2022-05-18 00:00:00","2023-08-14 11:53:36",annually,annually,79,153987,4270,9823
NULL,NULL,"2021-05-29 08:28:16","2022-08-18 15:44:28","2022-06-07 00:00:00","2022-09-28 09:57:04","2022-05-29 00:00:00","2022-09-18 15:44:28",annually,monthly,72,17780,4386,9841
NULL,NULL,"2021-01-28 23:46:06","2022-08-22 14:57:07","2021-04-26 00:00:00",NULL,"2021-04-17 03:00:00","2023-08-22 14:57:07",annually,annually,483,9061,2738,9881
NULL,NULL,"2021-01-28 23:46:06","2022-08-22 16:33:30","2022-04-23 00:00:00",NULL,"2022-04-16 00:00:00","2023-08-22 16:33:30",annually,annually,121,1482,2813,9884
"2021-08-01 00:00:00",NULL,"2021-01-28 23:44:54","2022-08-29 15:42:18","2021-08-12 00:00:00",NULL,"2021-08-12 00:00:00","2023-08-29 15:42:18",monthly,annually,382,3148,1910,9934
NULL,NULL,"2021-07-08 17:28:57","2022-08-29 18:55:03","2022-07-17 00:00:00",NULL,"2022-07-08 00:00:00","2023-08-29 18:55:03",annually,annually,43,159772,4793,9940
"2022-01-03 00:00:00",NULL,"2021-01-28 23:44:10","2022-08-29 20:31:53","2022-04-11 00:00:00",NULL,"2022-04-11 00:00:00","2023-08-29 20:31:53",annually,annually,140,2136,302,9942
"2021-02-01 00:00:00",NULL,"2021-01-28 23:46:06","2022-08-30 00:08:26","2021-04-14 00:00:00",NULL,"2021-04-14 03:00:00","2023-08-30 00:08:26",annually,annually,503,2684,2899,9943
NULL,NULL,"2021-07-19 16:50:47","2022-08-30 18:17:58","2022-07-28 00:00:00",NULL,"2022-07-19 00:00:00","2023-08-30 18:17:58",annually,annually,33,161122,4869,9949
"2021-11-21 00:00:00",NULL,"2021-03-18 15:00:29","2022-08-30 20:18:18","2022-03-18 00:00:00",NULL,"2022-03-18 00:00:00","2023-08-30 20:18:18",annually,annually,165,145230,3748,9954
NULL,NULL,"2021-01-28 23:46:06","2022-08-30 21:09:40","2022-04-25 00:00:00",NULL,"2022-04-16 00:00:00","2023-08-30 21:09:40",annually,annually,127,11327,2759,9955
NULL,NULL,"2021-02-11 06:44:42","2022-08-31 02:59:09","2021-03-15 00:00:00",NULL,"2021-03-11 00:00:00","2023-08-31 02:59:09",monthly,annually,534,63294,3335,9960
NULL,NULL,"2021-08-06 22:04:03","2022-08-31 04:14:35","2022-08-10 00:00:00",NULL,"2022-08-06 00:00:00","2023-08-31 04:14:35",annually,annually,21,4723,5114,9962
NULL,NULL,"2021-01-28 23:44:53","2022-08-31 04:53:34","2021-12-24 00:00:00",NULL,"2021-12-24 00:00:00","2023-08-31 04:53:34",annually,annually,250,1702,1290,9963
NULL,NULL,"2021-07-20 20:05:01","2022-08-31 06:17:14","2022-07-29 00:00:00",NULL,"2022-07-20 00:00:00","2023-08-31 06:17:14",annually,annually,33,161201,4884,9964
NULL,NULL,"2021-01-28 23:44:53","2022-08-31 08:10:01","2021-10-10 00:00:00",NULL,"2021-10-01 03:00:00","2023-08-31 08:10:01",annually,annually,325,5782,1218,9965
NULL,NULL,"2021-06-04 02:10:40","2022-08-31 10:53:47","2022-06-13 00:00:00",NULL,"2022-06-04 00:00:00","2023-08-31 10:53:47",annually,annually,79,59138,4581,9966
NULL,NULL,"2021-05-28 09:41:35","2022-08-31 13:26:45","2022-06-06 00:00:00",NULL,"2022-05-28 00:00:00","2023-08-31 13:26:45",annually,annually,86,156038,4361,9969
"2022-03-30 00:00:00",NULL,"2021-01-28 23:46:34","2022-08-31 14:03:32","2022-04-05 00:00:00",NULL,"2022-04-05 00:00:00","2023-08-31 14:03:32",annually,annually,148,111643,3062,9970
NULL,NULL,"2021-03-30 04:58:45","2022-08-31 15:26:34","2022-04-08 00:00:00",NULL,"2022-03-30 00:00:00","2023-08-31 15:26:34",annually,annually,145,147666,3921,9973
"2022-03-27 00:00:00",NULL,"2021-01-28 23:46:34","2022-08-31 15:27:24","2022-04-06 00:00:00",NULL,"2022-04-06 00:00:00","2023-08-31 15:27:24",annually,annually,147,4833,3061,9974
"2021-08-22 00:00:00",NULL,"2021-01-28 23:44:53","2022-08-31 15:27:50","2021-09-17 00:00:00",NULL,"2021-09-17 03:00:00","2023-08-31 15:27:50",annually,annually,348,9169,1408,9975
NULL,NULL,"2021-01-28 23:46:06","2022-08-31 16:23:00","2021-05-07 00:00:00",NULL,"2021-04-28 03:00:00","2023-08-31 16:23:00",annually,annually,481,13501,2128,9977
NULL,NULL,"2021-04-16 08:19:45","2022-08-31 18:07:39","2022-07-25 00:00:00",NULL,"2022-07-16 00:00:00","2023-08-31 18:07:39",annually,annually,37,7179,4051,9979
"2021-08-16 00:00:00",NULL,"2021-01-28 23:44:53","2022-08-31 19:41:38","2021-09-16 00:00:00",NULL,"2021-09-16 03:00:00","2023-08-31 19:41:38",annually,annually,349,7127,1415,9981
NULL,NULL,"2021-06-04 06:57:11","2022-08-31 19:48:39","2022-06-13 00:00:00",NULL,"2022-06-04 00:00:00","2023-08-31 19:48:39",annually,annually,79,30594,4587,9982
NULL,NULL,"2021-01-28 23:46:06","2022-09-06 05:54:23","2022-04-29 00:00:00",NULL,"2022-04-20 00:00:00","2023-09-06 05:54:23",annually,annually,130,1864,2578,10018
NULL,NULL,"2021-07-23 13:52:37","2022-09-06 20:21:33","2022-08-01 00:00:00",NULL,"2022-07-23 00:00:00","2023-09-06 20:21:33",annually,annually,36,161346,4923,10026
"2021-08-30 00:00:00",NULL,"2021-06-18 18:45:23","2022-09-08 11:38:02","2021-09-18 00:00:00",NULL,"2021-09-18 00:00:00","2023-02-08 11:38:02",monthly,monthly,355,157722,4673,10041
NULL,NULL,"2021-07-25 14:26:51","2022-09-11 10:21:04","2022-08-03 00:00:00",NULL,"2022-07-25 00:00:00","2023-09-11 10:21:04",annually,annually,39,43604,4959,10062
"2021-03-16 00:00:00",NULL,"2021-01-28 23:44:53","2022-09-20 14:52:51","2021-04-16 00:00:00",NULL,"2021-04-16 00:00:00","2023-09-20 14:52:51",monthly,annually,522,4167,1416,10136
NULL,NULL,"2021-01-28 23:44:54","2022-09-20 16:12:29","2022-07-08 00:00:00",NULL,"2022-07-06 00:00:00","2023-09-20 16:12:29",annually,annually,74,6359,1782,10140
NULL,NULL,"2021-07-27 21:13:17","2022-09-23 21:49:03","2022-08-05 00:00:00",NULL,"2022-07-27 00:00:00","2023-09-23 21:49:03",annually,annually,49,161640,5014,10199
"2021-11-22 00:00:00",NULL,"2021-09-10 18:16:49","2022-09-27 17:24:44","2022-09-10 00:00:00",NULL,"2022-09-10 00:00:00","2023-09-27 17:24:44",annually,annually,17,166145,5389,10245
NULL,NULL,"2021-01-28 23:44:10","2022-09-29 12:08:23","2021-12-04 00:00:00",NULL,"2021-11-25 02:00:00","2023-09-29 12:08:23",annually,annually,299,872,884,10299
NULL,"2022-11-18 13:56:10","2021-01-28 23:44:10","2022-10-05 13:32:06","2021-02-04 00:00:00","2022-12-05 13:41:00","2021-01-31 02:00:00","2022-12-05 13:32:06",monthly,monthly,608,4439,419,10391
NULL,"2023-01-03 16:28:17","2021-02-20 11:13:52","2022-10-15 14:41:24","2022-05-24 00:00:00","2023-01-15 15:01:20","2022-05-20 00:00:00","2023-01-15 14:41:24",monthly,monthly,144,145185,3418,10476
"2021-06-02 00:00:00","2022-10-18 15:44:54","2021-06-02 18:01:06","2022-10-17 19:28:01","2022-06-02 00:00:00","2022-10-19 07:05:34","2022-06-02 00:00:00","2023-10-17 19:28:01",annually,annually,137,147305,4527,10488
NULL,NULL,"2021-07-04 07:13:18","2022-10-19 16:23:28","2022-10-13 00:00:00",NULL,"2022-10-04 00:00:00","2023-10-19 16:23:28",annually,annually,6,159105,4757,10507
NULL,NULL,"2021-01-28 23:44:53","2022-10-20 02:55:09","2022-09-30 00:00:00",NULL,"2022-09-21 00:00:00","2023-10-20 02:55:09",annually,annually,20,7752,1353,10513
"2022-03-18 00:00:00",NULL,"2021-03-19 05:42:22","2022-10-20 05:31:37","2022-03-19 00:00:00",NULL,"2022-03-19 00:00:00","2023-10-20 05:31:37",annually,annually,215,147178,3790,10514
NULL,NULL,"2021-01-28 23:46:06","2022-10-20 08:36:30","2022-05-01 00:00:00",NULL,"2022-04-23 00:00:00","2023-10-20 08:36:30",annually,annually,172,1382,2345,10517
"2021-02-15 00:00:00",NULL,"2021-01-28 23:44:53","2022-10-20 09:22:03","2021-03-10 00:00:00",NULL,"2021-03-10 00:00:00","2023-10-20 09:22:03",monthly,annually,589,9377,1159,10519
NULL,NULL,"2021-01-28 23:44:54","2022-10-20 11:14:41","2022-07-18 00:00:00",NULL,"2023-07-18 00:00:00","2023-10-20 11:14:41",annually,annually,94,18678,1603,10523
"2021-02-06 00:00:00",NULL,"2021-01-28 23:44:10","2022-10-20 12:29:08","2021-02-15 00:00:00",NULL,"2021-02-15 02:00:00","2023-10-20 12:29:08",monthly,annually,612,5470,534,10524
NULL,NULL,"2021-01-28 23:44:10","2022-10-20 15:23:46","2021-12-06 00:00:00",NULL,"2021-11-27 02:00:00","2023-10-20 15:23:46",annually,annually,318,143012,837,10526
"2021-04-05 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-20 17:51:26","2021-04-29 00:00:00",NULL,"2021-04-29 03:00:00","2023-10-20 17:51:26",annually,annually,539,17823,2085,10530
"2021-04-06 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-21 02:25:08","2021-04-18 00:00:00",NULL,"2021-04-18 03:00:00","2023-10-21 02:25:08",annually,annually,551,3426,2668,10535
NULL,NULL,"2021-01-28 23:44:10","2022-10-21 02:57:07","2022-01-19 00:00:00",NULL,"2023-01-19 00:00:00","2023-10-21 02:57:07",annually,annually,275,2104,139,10536
"2022-02-18 00:00:00",NULL,"2021-06-04 01:37:50","2022-10-21 11:05:50","2022-09-04 00:00:00",NULL,"2022-09-04 00:00:00","2023-10-21 11:05:50",annually,annually,47,156776,4579,10539
NULL,NULL,"2021-01-28 23:44:54","2022-10-21 12:18:50","2021-07-31 00:00:00",NULL,"2021-07-17 03:00:00","2023-10-21 12:18:50",annually,annually,447,18531,1604,10540
NULL,NULL,"2021-01-28 23:46:06","2022-10-21 15:19:01","2021-04-29 00:00:00",NULL,"2021-04-20 03:00:00","2023-10-21 15:19:01",annually,annually,540,14491,2589,10541
"2021-09-17 00:00:00",NULL,"2021-01-28 23:44:53","2022-10-21 16:12:52","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2023-10-21 16:12:52",annually,annually,392,8758,1308,10542
NULL,NULL,"2021-01-28 23:46:06","2022-10-21 17:50:13","2021-05-05 00:00:00",NULL,"2021-04-26 03:00:00","2023-10-21 17:50:13",annually,annually,534,31660,2220,10544
"2021-04-07 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-22 02:14:53","2021-05-07 00:00:00",NULL,"2021-05-07 03:00:00","2023-10-22 02:14:53",annually,annually,533,17174,2042,10547
"2022-07-23 00:00:00",NULL,"2021-06-18 14:57:57","2022-10-25 17:28:23","2022-09-18 00:00:00",NULL,"2022-09-18 00:00:00","2023-10-25 17:28:23",annually,annually,37,130021,4669,10573
NULL,"2022-11-01 19:31:11","2021-01-28 23:44:53","2022-10-25 18:48:56","2021-11-23 00:00:00","2022-11-02 08:07:55","2021-11-14 02:00:00","2022-11-25 18:48:56",annually,monthly,336,4013,1003,10575
"2021-03-15 00:00:00",NULL,"2021-01-28 23:46:06","2022-10-26 17:39:16","2021-04-15 00:00:00",NULL,"2021-04-15 03:00:00","2023-10-26 17:39:16",annually,annually,559,23287,2893,10583
NULL,"2022-12-29 18:33:52","2021-07-27 16:42:39","2022-10-28 21:17:38","2022-08-05 00:00:00","2023-01-28 21:17:38","2022-07-27 00:00:00","2023-01-28 21:17:38",annually,monthly,84,161626,5010,10598
"2021-08-24 00:00:00",NULL,"2021-01-28 23:44:53","2022-10-29 05:40:29","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2023-11-22 05:12:57",annually,annually,400,1374,1289,10602
NULL,NULL,"2021-05-31 13:59:57","2022-10-29 14:43:26","2022-06-09 00:00:00",NULL,"2022-05-31 00:00:00","2023-10-29 14:43:26",annually,annually,142,139185,4463,10605
"2021-09-30 00:00:00","2021-10-07 00:00:00","2021-09-30 01:38:14","2021-10-07 02:04:28","2021-10-01 00:00:00","2023-01-07 00:00:00","2022-09-30 00:00:00","2023-01-07 00:00:00",annually,annually,6,161580,5586,5632
NULL,NULL,"2021-10-14 08:43:24","2021-11-22 15:01:58","2021-11-12 00:00:00","2022-11-23 00:00:00","2022-10-14 00:00:00","2022-11-22 00:00:00",annually,annually,10,171405,5694,5819
"2021-11-22 00:00:00","2022-09-24 00:00:00","2021-11-07 17:27:26","2021-11-24 02:52:56","2021-11-22 00:00:00","2022-11-24 00:00:00","2022-11-07 00:00:00","2022-11-24 00:00:00",annually,annually,2,240444,5752,5989
"2021-11-24 00:00:00",NULL,"2021-11-22 20:33:22","2021-11-29 11:57:42","2021-11-25 00:00:00","2022-04-01 00:00:00","2022-11-22 00:00:00","2022-03-28 00:00:00",annually,monthly,4,242677,5882,6676
NULL,NULL,"2021-11-11 08:33:38","2021-12-07 08:20:26","2021-12-02 00:00:00",NULL,"2022-11-11 00:00:00","2023-12-07 00:00:00",annually,annually,5,178111,5757,7051
"2021-11-11 00:00:00","2022-02-18 00:00:00","2021-09-15 05:25:12","2021-12-25 06:47:50","2021-11-15 00:00:00","2022-02-25 00:00:00","2021-11-15 00:00:00","2022-02-25 00:00:00",monthly,monthly,40,156660,5405,7170
NULL,NULL,"2021-11-19 17:24:34","2022-01-02 07:38:02","2021-12-23 00:00:00","2022-02-06 00:00:00","2021-12-19 00:00:00","2022-02-02 00:00:00",monthly,monthly,10,250078,5803,7247
"2021-12-03 00:00:00",NULL,"2021-11-29 07:35:03","2022-01-04 09:20:47","2021-12-29 00:00:00",NULL,"2021-12-29 00:00:00","2023-01-04 00:00:00",lifetime,lifetime,6,254902,6616,7259
NULL,NULL,"2021-11-25 19:19:05","2022-01-05 14:23:11","2021-12-29 00:00:00","2022-04-09 00:00:00","2021-12-25 00:00:00","2022-04-05 00:00:00",monthly,monthly,7,238987,6123,7272
"2021-12-24 00:00:00","2022-03-11 00:00:00","2021-11-24 12:28:12","2022-01-12 07:52:39","2021-12-24 00:00:00","2022-03-12 00:00:00","2021-12-24 00:00:00","2022-03-12 00:00:00",monthly,monthly,19,240553,6015,7332
"2021-11-22 00:00:00","2022-02-12 00:00:00","2021-11-22 17:10:02","2022-01-12 11:45:50","2021-12-22 00:00:00","2022-02-12 00:00:00","2021-12-22 00:00:00","2022-02-12 00:00:00",monthly,monthly,21,179137,5852,7337
NULL,NULL,"2021-11-23 12:17:41","2022-01-21 09:37:28","2021-12-27 00:00:00","2022-08-25 00:00:00","2021-12-23 00:00:00","2022-08-21 00:00:00",monthly,monthly,25,196538,5931,7467
NULL,"2022-02-14 00:00:00","2022-01-02 01:17:12","2022-01-27 18:33:23","2022-01-06 00:00:00","2023-01-27 00:00:00","2023-01-02 00:00:00","2023-01-27 00:00:00",annually,annually,21,258913,7245,7633
NULL,NULL,"2021-12-16 08:44:37","2022-01-28 19:24:00","2022-01-20 00:00:00","2022-03-04 00:00:00","2022-01-16 00:00:00","2022-02-28 00:00:00",monthly,monthly,8,248535,7114,7697
"2021-10-27 00:00:00",NULL,"2021-09-27 13:12:17","2022-01-31 03:49:58","2021-10-27 00:00:00","2022-04-01 00:00:00","2021-10-27 00:00:00","2022-03-28 00:00:00",monthly,monthly,96,145313,5537,7703
NULL,"2022-04-28 00:00:00","2021-11-23 12:16:55","2022-01-31 08:58:07","2022-01-27 00:00:00","2022-04-28 00:00:00","2022-01-23 00:00:00","2022-04-28 00:00:00",monthly,monthly,4,248305,5930,7704
NULL,NULL,"2021-12-13 08:34:23","2022-02-08 12:55:00","2022-01-17 00:00:00","2022-04-06 08:13:29","2022-01-13 00:00:00","2022-03-08 12:55:00",monthly,monthly,22,198947,7096,7775
"2022-01-10 00:00:00","2022-02-12 13:53:31","2022-01-10 02:07:15","2022-02-12 13:51:26","2022-02-10 00:00:00","2022-03-12 14:01:11","2022-02-10 00:00:00","2022-03-12 13:51:26",monthly,monthly,2,259865,7307,7817
"2021-11-27 00:00:00",NULL,"2021-11-27 09:38:27","2022-02-14 19:12:42","2021-11-29 00:00:00",NULL,"2022-11-27 00:00:00","2023-02-14 19:12:42",annually,annually,77,254541,6278,7839
"2021-11-22 00:00:00",NULL,"2021-10-16 11:50:02","2022-02-16 16:30:47","2021-12-16 00:00:00",NULL,"2021-12-16 00:00:00","2023-02-16 16:30:47",monthly,annually,62,172427,5715,7867
"2022-02-13 00:00:00",NULL,"2022-01-14 18:23:58","2022-02-16 17:42:57","2022-02-14 00:00:00",NULL,"2022-02-14 00:00:00","2023-02-16 17:42:57",monthly,annually,2,213109,7364,7869
NULL,"2022-12-20 15:43:33","2022-01-28 05:04:29","2022-02-17 05:10:37","2022-02-14 00:00:00","2023-02-17 05:10:37","2023-01-28 00:00:00","2023-02-17 05:10:37",annually,annually,3,261805,7673,7879
NULL,NULL,"2021-12-06 11:13:47","2022-02-17 07:29:06","2022-02-10 00:00:00",NULL,"2022-02-06 00:00:00","2023-02-17 07:29:06",monthly,annually,7,255534,7045,7884
NULL,NULL,"2021-11-22 16:02:08","2022-02-17 12:13:51","2021-12-26 00:00:00",NULL,"2021-12-22 00:00:00","2023-02-17 12:13:51",monthly,annually,53,218237,5840,7892
"2021-10-14 00:00:00",NULL,"2021-09-15 20:35:22","2022-02-17 13:21:52","2021-10-15 00:00:00",NULL,"2021-10-15 00:00:00","2023-02-17 13:21:52",monthly,annually,125,93270,5407,7894
NULL,NULL,"2021-09-30 19:21:35","2022-03-05 14:24:40","2021-12-04 00:00:00","2022-04-18 15:00:53","2021-11-30 00:00:00","2022-04-05 14:24:40",monthly,monthly,91,6026,5594,8028
NULL,"2022-06-12 21:32:53","2022-01-01 15:04:58","2022-03-18 14:44:40","2022-02-05 00:00:00","2022-06-18 15:01:17","2022-02-01 00:00:00","2022-04-18 14:44:40",monthly,monthly,41,33495,7238,8149
NULL,"2022-04-15 01:19:57","2022-01-09 11:06:20","2022-03-27 12:28:16","2022-02-13 00:00:00",NULL,"2022-02-09 00:00:00","2023-03-27 12:28:16",annually,annually,42,259504,7301,8257
"2022-03-15 08:39:31",NULL,"2022-02-19 15:06:47","2022-03-28 07:30:02","2022-03-19 15:21:11",NULL,"2022-03-19 15:06:47","2023-03-28 07:30:02",monthly,annually,9,258930,7909,8265
"2022-02-25 00:00:00",NULL,"2021-12-26 15:21:55","2022-03-29 10:18:30","2022-02-26 00:00:00","2022-05-12 10:41:03","2022-02-26 00:00:00","2022-04-29 10:18:30",monthly,monthly,31,257898,7183,8285
NULL,NULL,"2022-01-15 11:33:25","2022-03-29 12:59:24","2022-03-19 00:00:00",NULL,"2022-03-15 00:00:00","2023-03-29 12:59:24",monthly,annually,10,260356,7370,8288
NULL,"2022-10-12 00:54:11","2022-01-21 20:18:45","2022-03-29 20:08:06","2022-02-07 00:00:00","2023-03-29 20:08:06","2023-01-21 00:00:00","2023-03-29 20:08:06",annually,annually,50,261200,7476,8303
"2022-03-10 01:07:17",NULL,"2022-02-10 16:47:02","2022-03-30 16:34:22","2022-03-10 17:01:37",NULL,"2022-03-10 16:47:02","2023-03-30 16:34:22",monthly,annually,20,262580,7808,8336
"2022-03-21 00:00:00",NULL,"2022-01-27 22:20:33","2022-03-30 17:03:10","2022-03-27 00:00:00",NULL,"2022-03-27 00:00:00","2023-03-30 17:03:10",monthly,annually,3,258782,7648,8339
"2022-03-25 08:47:07","2022-04-05 05:02:59","2022-03-20 10:12:09","2022-03-30 18:59:08","2022-03-28 14:47:59","2022-04-05 06:11:19","2023-03-20 10:12:09","2023-03-30 18:59:08",annually,annually,2,267089,8164,8347
NULL,NULL,"2021-11-24 19:08:13","2022-04-04 22:55:33","2021-12-28 00:00:00","2022-07-17 23:21:11","2021-12-24 00:00:00","2022-05-04 22:55:33",monthly,monthly,97,225216,6048,8432
"2022-01-31 00:00:00","2022-06-06 20:00:47","2021-11-30 09:43:47","2022-04-08 14:33:22","2022-01-30 00:00:00","2022-06-08 14:40:58","2022-01-30 00:00:00","2022-05-08 14:33:22",monthly,monthly,68,247713,6821,8469
NULL,NULL,"2022-02-19 06:37:03","2022-04-16 08:27:20","2022-04-08 13:14:12","2022-05-31 09:22:15","2022-03-19 06:37:03","2022-05-16 08:27:20",monthly,monthly,8,236797,7907,8548
NULL,NULL,"2022-02-25 09:02:39","2022-04-19 03:09:07","2022-04-08 13:16:47","2022-07-02 03:41:01","2022-03-25 09:02:39","2022-05-19 03:09:07",monthly,monthly,11,255827,7960,8569
NULL,NULL,"2022-02-23 23:10:20","2022-04-21 00:57:58","2022-04-08 13:16:18","2022-06-03 01:21:05","2022-03-23 23:10:20","2022-05-21 00:57:58",monthly,monthly,13,195307,7950,8587
"2022-04-02 23:17:48","2022-05-11 05:34:48","2022-03-04 19:02:07","2022-04-22 03:12:59","2022-04-04 19:21:22","2022-05-22 03:20:55","2022-04-04 19:02:07","2022-05-22 03:12:59",monthly,monthly,18,205950,8023,8595
NULL,NULL,"2022-02-23 15:31:32","2022-04-23 07:49:46","2022-04-08 13:15:18","2022-06-05 08:20:58","2022-03-23 15:31:32","2022-05-23 07:49:46",monthly,monthly,15,264514,7946,8601
"2022-04-13 14:35:27","2022-05-11 02:33:57","2022-04-06 15:25:20","2022-05-09 03:29:02","2022-05-06 15:41:17","2022-06-09 03:40:45","2022-05-06 15:25:20","2022-06-09 03:29:02",monthly,monthly,3,269843,8443,8715
"2022-02-03 00:00:00","2022-06-10 14:26:19","2022-01-04 14:20:41","2022-05-10 14:54:37","2022-02-04 00:00:00","2022-06-10 15:01:13","2022-02-04 00:00:00","2022-06-10 14:54:37",monthly,monthly,95,4874,7260,8726
"2022-03-26 20:13:11","2022-05-21 20:47:54","2022-03-03 17:08:47","2022-05-17 05:29:07","2022-04-03 17:21:05","2022-06-17 05:40:52","2022-04-03 17:08:47","2022-06-17 05:29:07",monthly,monthly,44,265241,8016,8773
NULL,NULL,"2022-01-27 23:52:08","2022-05-21 19:44:27","2022-02-21 00:00:00","2022-07-04 20:21:13","2023-01-27 00:00:00","2022-06-21 19:44:27",annually,monthly,89,261788,7656,8821
NULL,NULL,"2022-03-26 05:39:15","2022-05-27 06:22:54","2022-04-26 12:37:35",NULL,"2023-03-26 05:39:15","2023-05-27 06:22:54",annually,annually,31,213528,8243,8877
"2022-05-24 16:30:27",NULL,"2022-05-06 16:45:02","2022-05-28 19:17:41","2022-05-26 14:05:24",NULL,"2023-05-06 16:45:02","2023-05-28 19:17:41",annually,annually,2,263309,8698,8897
NULL,NULL,"2022-05-14 13:43:37","2022-05-30 03:11:56","2022-05-23 06:43:22",NULL,"2023-05-14 13:43:37","2023-05-30 03:11:56",annually,annually,7,273936,8751,8930
"2022-03-02 07:42:10",NULL,"2022-02-13 16:08:58","2022-06-02 10:10:57","2022-03-13 16:21:05",NULL,"2022-03-13 16:08:58","2023-02-02 10:10:57",monthly,monthly,81,161693,7824,9065
NULL,NULL,"2022-02-24 19:20:21","2022-06-08 19:45:32","2022-06-06 20:01:10","2022-09-09 11:20:35","2022-03-24 19:20:21","2022-10-08 19:45:32",monthly,monthly,2,182962,7956,9122
"2022-04-24 16:28:17","2022-07-25 11:21:26","2022-04-10 23:20:33","2022-06-15 03:12:14","2022-05-10 23:40:53","2022-08-15 03:21:02","2022-05-10 23:20:33","2022-08-15 03:12:14",monthly,monthly,36,270247,8494,9164
"2022-04-18 18:49:10","2022-07-09 14:01:13","2022-03-24 17:52:17","2022-06-16 14:09:39","2022-04-24 18:01:18","2022-07-16 14:20:54","2022-04-24 17:52:17","2022-07-16 14:09:39",monthly,monthly,53,182728,8217,9178
NULL,"2022-07-12 14:14:10","2022-02-24 09:28:41","2022-06-17 16:14:52","2022-05-07 10:01:01","2022-07-17 16:21:36","2022-03-24 09:28:41","2022-07-17 16:14:52",monthly,monthly,41,144397,7952,9185
NULL,NULL,"2021-09-28 11:38:51","2022-06-20 03:16:36","2021-10-11 00:00:00",NULL,"2021-10-28 00:00:00","2023-06-20 03:16:36",monthly,annually,252,171536,5561,9206
"2022-04-18 18:27:39","2022-10-19 09:52:43","2022-03-24 12:56:03","2022-06-22 16:14:02","2022-04-24 13:01:01","2022-10-22 16:21:06","2022-04-24 12:56:03","2022-10-22 16:14:02",monthly,monthly,59,268113,8212,9232
